Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B1A B1A V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-02-07T01:30:00+11:00 Sydney,10kW,13kW,23kW,,134kW,123kW,5kW,10kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,240kW,0kW,2kW,1kW,18kW,88kW,0kW,35kW,17kW,,28kW,7kW,0kW,0kW,,,12kW,1kW,8kW,8kW,1kW,33kW,,12kW,38kW,90kW,17kW,0kW,34kW,0kW,,1kW,58kW,2kW,19kW,2334.886001586914kW,,27kW,0kW,0kW,14kW,4kW,0kW,0kW,1kW,24kW,27kW,33kW,0kW,2kW,66kW,76kW,0.05748935788869858kW,0kW,1kW,0kW,50kW,,,20kW,0kW,0kW,75kW,8kW,0kW,,243kW,14kW,99kW,26kW,,,353kW,11kW,,1kW,1kW,0kW,1kW,55kW,8kW,0kW,4kW,40kW,0kW,,0kW,316kW,37kW,35kW,60kW,17kW,0kW,,0kW,16kW,,1kW,,0kW,385kW,,407.21620178222656kW,2kW,,0kW,300kW,1kW,14kW,20kW,9kW,31kW,107kW,0kW,,33kW,3kW,6852.224529987201kW,8177.440139770508kW,115kW,9kW,,1kW,0kW,4kW,527kW,,,0kW,18kW,9kW,77kW,3kW,324kW,0kW,35kW,0kW
2016-02-07T01:40:00+11:00 Sydney,10kW,13kW,23kW,,127kW,122kW,5kW,6kW,0kW,0kW,14kW,1kW,1kW,,2kW,0kW,248kW,0kW,2kW,1kW,18kW,88kW,0kW,33kW,17kW,,28kW,3kW,0kW,0kW,,,12kW,1kW,4kW,4kW,1kW,29kW,,8kW,27kW,77kW,16kW,0kW,34kW,0kW,,1kW,49kW,2kW,19kW,2308.7991943359375kW,,25kW,0kW,0kW,14kW,4kW,0kW,0kW,1kW,24kW,27kW,33kW,0kW,2kW,65kW,76kW,0.05748935788869858kW,0kW,1kW,0kW,50kW,,,20kW,0kW,0kW,75kW,8kW,0kW,,243kW,14kW,99kW,32kW,,,305kW,5kW,,1kW,1kW,0kW,1kW,55kW,8kW,0kW,4kW,42kW,0kW,,0kW,323kW,37kW,32kW,47kW,19kW,0kW,,0kW,15kW,,5kW,,0kW,385kW,,390.4528045654297kW,2kW,,0kW,265kW,1kW,15kW,20kW,9kW,30kW,107kW,0kW,,36kW,2kW,6728.757641773671kW,7914.717964172363kW,117kW,13kW,,1kW,0kW,4kW,527kW,,,0kW,18kW,9kW,77kW,3kW,338kW,0kW,37kW,0kW
2016-02-07T01:50:00+11:00 Sydney,10kW,12kW,23kW,,109kW,123kW,5kW,7kW,0kW,0kW,14kW,1kW,1kW,,2kW,0kW,244kW,0kW,2kW,1kW,17kW,84kW,0kW,33kW,21kW,,37kW,3kW,0kW,0kW,,,17kW,1kW,4kW,4kW,1kW,30kW,,8kW,33kW,82kW,16kW,0kW,30kW,0kW,,1kW,57kW,2kW,60kW,2308.7991943359375kW,,25kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,24kW,23kW,25kW,0kW,3kW,66kW,77kW,0.057362161576747894kW,0kW,1kW,0kW,46kW,,,20kW,0kW,0kW,72kW,8kW,0kW,,243kW,14kW,90kW,32kW,,,319kW,6kW,,1kW,1kW,0kW,1kW,55kW,8kW,0kW,4kW,41kW,0kW,,0kW,327kW,38kW,25kW,47kW,19kW,0kW,,0kW,15kW,,1kW,,0kW,385kW,,388.91100311279297kW,2kW,,0kW,260kW,1kW,15kW,20kW,9kW,30kW,103kW,0kW,,36kW,3kW,6726.215776722878kW,8012.539989471436kW,118kW,13kW,,1kW,0kW,4kW,525kW,,,0kW,18kW,9kW,79kW,3kW,331kW,0kW,37kW,0kW
2016-02-07T02:00:00+11:00 Sydney,10kW,13kW,22kW,,110kW,125kW,5kW,6kW,0kW,0kW,14kW,1kW,1kW,,2kW,0kW,244kW,1kW,2kW,1kW,17kW,87kW,0kW,31kW,14kW,,37kW,3kW,0kW,0kW,,,13kW,1kW,4kW,4kW,1kW,30kW,,8kW,33kW,78kW,16kW,0kW,33kW,0kW,,1kW,57kW,1kW,25kW,2159.2989959716797kW,,25kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,20kW,23kW,31kW,2kW,3kW,67kW,79kW,0.05494767054915428kW,0kW,1kW,0kW,46kW,,,21kW,0kW,0kW,76kW,8kW,0kW,,239kW,14kW,100kW,24kW,,,364kW,7kW,,0kW,1kW,0kW,1kW,54kW,8kW,0kW,4kW,43kW,0kW,,0kW,335kW,38kW,34kW,63kW,17kW,0kW,,0kW,14kW,,1kW,,0kW,374kW,,379.87170600891113kW,2kW,,0kW,260kW,1kW,14kW,23kW,9kW,30kW,109kW,0kW,,32kW,2kW,6660.654276279733kW,8037.295936584473kW,118kW,9kW,,1kW,0kW,4kW,532kW,,,0kW,18kW,9kW,79kW,3kW,319kW,0kW,41kW,0kW
2016-02-07T02:10:00+11:00 Sydney,10kW,13kW,23kW,,111kW,125kW,5kW,10kW,0kW,0kW,14kW,1kW,2kW,,2kW,0kW,240kW,1kW,2kW,1kW,18kW,85kW,0kW,34kW,18kW,,30kW,3kW,0kW,0kW,,,14kW,1kW,4kW,4kW,1kW,30kW,,7kW,28kW,79kW,16kW,0kW,35kW,0kW,,1kW,56kW,3kW,25kW,2157.5550994873047kW,,27kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,20kW,23kW,31kW,3kW,2kW,63kW,79kW,0.05893002822995186kW,0kW,1kW,0kW,44kW,,,25kW,0kW,0kW,70kW,8kW,0kW,,239kW,14kW,100kW,31kW,,,364kW,11kW,,0kW,1kW,0kW,1kW,54kW,8kW,0kW,4kW,43kW,0kW,,0kW,333kW,41kW,34kW,63kW,17kW,0kW,,0kW,15kW,,1kW,,0kW,360kW,,383.90319633483887kW,4kW,,0kW,259kW,1kW,14kW,19kW,9kW,30kW,100kW,0kW,,33kW,3kW,6697.885862642899kW,7917.467197418213kW,113kW,10kW,,1kW,0kW,4kW,570kW,,,0kW,18kW,9kW,79kW,3kW,328kW,0kW,41kW,0kW
2016-02-07T02:20:00+11:00 Sydney,10kW,12kW,23kW,,111kW,123kW,5kW,10kW,0kW,0kW,14kW,1kW,2kW,,2kW,0kW,240kW,1kW,2kW,1kW,18kW,103kW,0kW,34kW,18kW,,28kW,3kW,0kW,0kW,,,14kW,1kW,4kW,4kW,1kW,30kW,,8kW,27kW,79kW,16kW,0kW,35kW,0kW,,1kW,53kW,3kW,24kW,2139.66650390625kW,,27kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,26kW,27kW,28kW,3kW,2kW,63kW,79kW,0.05893002822995186kW,0kW,1kW,0kW,44kW,,,25kW,0kW,0kW,87kW,8kW,0kW,,217kW,14kW,95kW,31kW,,,335kW,11kW,,0kW,1kW,0kW,1kW,54kW,8kW,0kW,4kW,40kW,0kW,,0kW,333kW,41kW,29kW,45kW,17kW,0kW,,0kW,15kW,,1kW,,0kW,383kW,,374.77340507507324kW,4kW,,0kW,259kW,1kW,14kW,19kW,9kW,30kW,103kW,0kW,,37kW,3kW,6615.867244454101kW,7926.517044067383kW,117kW,10kW,,1kW,0kW,5kW,533kW,,,0kW,18kW,9kW,75kW,3kW,324kW,0kW,36kW,0kW
2016-02-07T02:30:00+11:00 Sydney,11kW,12kW,22kW,,157kW,123kW,6kW,10kW,0kW,0kW,14kW,1kW,1kW,,2kW,0kW,245kW,0kW,2kW,1kW,18kW,103kW,0kW,35kW,19kW,,36kW,7kW,0kW,0kW,,,14kW,1kW,9kW,9kW,1kW,31kW,,8kW,30kW,73kW,16kW,0kW,35kW,0kW,,1kW,60kW,2kW,20kW,2163.9107971191406kW,,28kW,0kW,0kW,14kW,4kW,0kW,0kW,1kW,26kW,27kW,24kW,1kW,5kW,63kW,72kW,0.05687660351395607kW,0kW,1kW,0kW,50kW,,,18kW,0kW,0kW,87kW,8kW,0kW,,242kW,14kW,94kW,25kW,,,349kW,9kW,,0kW,1kW,0kW,1kW,54kW,7kW,0kW,4kW,40kW,0kW,,0kW,315kW,38kW,32kW,47kW,17kW,0kW,,0kW,15kW,,1kW,,0kW,367kW,,371.2093048095703kW,2kW,,0kW,267kW,1kW,21kW,18kW,9kW,34kW,103kW,0kW,,37kW,2kW,6719.962938042358kW,8029.410194396973kW,117kW,13kW,,1kW,0kW,5kW,534kW,,,0kW,18kW,9kW,71kW,3kW,339kW,0kW,37kW,0kW
2016-02-07T02:40:00+11:00 Sydney,11kW,12kW,23kW,,157kW,124kW,5kW,11kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,247kW,0kW,2kW,1kW,18kW,93kW,0kW,35kW,25kW,,34kW,4kW,0kW,0kW,,,14kW,1kW,4kW,4kW,1kW,30kW,,7kW,30kW,69kW,16kW,0kW,34kW,0kW,,2kW,60kW,2kW,19kW,2166.768295288086kW,,27kW,0kW,0kW,14kW,7kW,0kW,0kW,1kW,26kW,28kW,22kW,1kW,5kW,63kW,78kW,0.057555459439754486kW,0kW,1kW,0kW,48kW,,,14kW,0kW,0kW,71kW,8kW,0kW,,239kW,14kW,94kW,27kW,,,395kW,8kW,,0kW,1kW,0kW,5kW,56kW,7kW,0kW,4kW,41kW,0kW,,0kW,329kW,38kW,29kW,60kW,17kW,0kW,,0kW,15kW,,1kW,,0kW,357kW,,366.0905055999756kW,2kW,,0kW,264kW,1kW,21kW,18kW,9kW,34kW,104kW,0kW,,32kW,3kW,6731.9632774703205kW,8007.704494476318kW,114kW,13kW,,1kW,0kW,4kW,534kW,,,0kW,18kW,13kW,93kW,3kW,339kW,0kW,37kW,0kW
2016-02-07T02:50:00+11:00 Sydney,10kW,12kW,23kW,,142kW,126kW,5kW,11kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,250kW,1kW,2kW,1kW,18kW,88kW,0kW,32kW,25kW,,37kW,7kW,0kW,0kW,,,14kW,1kW,8kW,8kW,3kW,30kW,,8kW,30kW,74kW,19kW,0kW,31kW,0kW,,2kW,62kW,2kW,19kW,2166.768295288086kW,,27kW,0kW,0kW,14kW,7kW,0kW,0kW,1kW,26kW,28kW,22kW,1kW,5kW,63kW,78kW,0.05851561576128006kW,0kW,1kW,0kW,48kW,,,15kW,0kW,0kW,77kW,8kW,0kW,,219kW,14kW,100kW,28kW,,,395kW,8kW,,0kW,1kW,0kW,5kW,55kW,8kW,0kW,4kW,41kW,0kW,,0kW,343kW,37kW,30kW,60kW,17kW,0kW,,0kW,15kW,,1kW,,0kW,348kW,,357.33240127563477kW,2kW,,0kW,266kW,1kW,17kW,19kW,10kW,30kW,102kW,0kW,,33kW,3kW,6716.736774098128kW,7880.635940551758kW,114kW,9kW,,1kW,0kW,5kW,532kW,,,0kW,18kW,13kW,93kW,3kW,322kW,0kW,37kW,0kW
2016-02-07T03:00:00+11:00 Sydney,10kW,12kW,22kW,,89kW,126kW,5kW,11kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,249kW,1kW,2kW,1kW,18kW,90kW,0kW,35kW,20kW,,37kW,7kW,0kW,0kW,,,13kW,1kW,8kW,8kW,3kW,32kW,,7kW,27kW,74kW,19kW,0kW,32kW,0kW,,1kW,51kW,2kW,19kW,2108.76220703125kW,,25kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,25kW,28kW,23kW,0kW,2kW,63kW,74kW,0.05851561576128006kW,0kW,1kW,0kW,46kW,,,15kW,0kW,0kW,77kW,8kW,0kW,,241kW,14kW,100kW,28kW,,,378kW,7kW,,1kW,1kW,0kW,1kW,55kW,8kW,0kW,4kW,41kW,0kW,,0kW,346kW,35kW,32kW,63kW,18kW,0kW,,0kW,14kW,,1kW,,0kW,372kW,,342.0670909881592kW,2kW,,0kW,266kW,1kW,17kW,19kW,10kW,30kW,103kW,0kW,,38kW,3kW,6610.215260539204kW,7825.4367599487305kW,114kW,9kW,,1kW,0kW,5kW,537kW,,,0kW,18kW,9kW,70kW,3kW,313kW,0kW,37kW,0kW
2016-02-07T03:10:00+11:00 Sydney,10kW,12kW,21kW,,110kW,123kW,6kW,11kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,254kW,0kW,2kW,1kW,21kW,90kW,0kW,35kW,20kW,,28kW,3kW,0kW,0kW,,,13kW,1kW,4kW,4kW,1kW,32kW,,11kW,32kW,74kW,16kW,0kW,32kW,0kW,,1kW,75kW,2kW,19kW,2146.6799926757812kW,,24kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,22kW,23kW,23kW,0kW,2kW,66kW,72kW,0.05818886309862137kW,0kW,1kW,0kW,50kW,,,15kW,0kW,0kW,77kW,8kW,0kW,,217kW,14kW,100kW,26kW,,,359kW,7kW,,1kW,1kW,0kW,1kW,54kW,8kW,0kW,4kW,40kW,0kW,,0kW,327kW,38kW,32kW,45kW,18kW,0kW,,0kW,15kW,,1kW,,0kW,371kW,,359.7752933502197kW,2kW,,0kW,305kW,1kW,15kW,22kW,9kW,30kW,103kW,0kW,,38kW,3kW,6658.132882807404kW,8001.145099639893kW,114kW,9kW,,1kW,0kW,4kW,545kW,,,0kW,18kW,9kW,84kW,3kW,339kW,0kW,35kW,0kW
2016-02-07T03:20:00+11:00 Sydney,10kW,11kW,22kW,,111kW,127kW,6kW,6kW,0kW,0kW,13kW,1kW,1kW,,3kW,0kW,235kW,0kW,2kW,1kW,21kW,90kW,0kW,33kW,19kW,,34kW,7kW,0kW,0kW,,,14kW,1kW,4kW,4kW,1kW,30kW,,9kW,32kW,75kW,16kW,0kW,32kW,0kW,,1kW,75kW,2kW,19kW,2161.603500366211kW,,26kW,0kW,0kW,13kW,4kW,0kW,0kW,5kW,21kW,23kW,24kW,0kW,2kW,66kW,74kW,0.057513486593961716kW,0kW,1kW,0kW,48kW,,,15kW,0kW,0kW,77kW,8kW,0kW,,218kW,14kW,95kW,26kW,,,368kW,11kW,,0kW,1kW,0kW,1kW,54kW,7kW,0kW,4kW,42kW,0kW,,0kW,326kW,38kW,28kW,45kW,17kW,0kW,,0kW,17kW,,1kW,,0kW,386kW,,358.7752933502197kW,3kW,,0kW,262kW,1kW,13kW,22kW,9kW,30kW,99kW,0kW,,33kW,2kW,6638.609058028087kW,7930.379653930664kW,114kW,9kW,,3kW,0kW,4kW,545kW,,,0kW,18kW,13kW,76kW,3kW,339kW,0kW,37kW,0kW
2016-02-07T03:30:00+11:00 Sydney,10kW,10kW,22kW,,111kW,127kW,6kW,10kW,0kW,0kW,13kW,1kW,1kW,,3kW,0kW,241kW,0kW,2kW,1kW,18kW,90kW,0kW,32kW,19kW,,37kW,7kW,0kW,0kW,,,13kW,1kW,4kW,4kW,1kW,30kW,,8kW,29kW,75kW,16kW,0kW,31kW,0kW,,1kW,56kW,2kW,20kW,2161.603500366211kW,,26kW,0kW,0kW,13kW,4kW,0kW,0kW,5kW,25kW,28kW,24kW,0kW,2kW,65kW,74kW,0.05775943398475647kW,0kW,1kW,0kW,54kW,,,18kW,0kW,0kW,70kW,8kW,0kW,,220kW,14kW,95kW,29kW,,,368kW,11kW,,0kW,1kW,0kW,1kW,55kW,8kW,0kW,4kW,42kW,0kW,,0kW,329kW,36kW,29kW,73kW,16kW,0kW,,0kW,17kW,,1kW,,0kW,373kW,,348.2614002227783kW,2kW,,0kW,271kW,1kW,14kW,18kW,9kW,30kW,102kW,0kW,,33kW,3kW,6620.9674802571535kW,7876.714626312256kW,114kW,9kW,,3kW,0kW,5kW,533kW,,,0kW,18kW,13kW,77kW,3kW,324kW,0kW,37kW,0kW
2016-02-07T03:40:00+11:00 Sydney,10kW,11kW,22kW,,111kW,124kW,5kW,10kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,246kW,0kW,2kW,1kW,18kW,90kW,0kW,31kW,21kW,,37kW,7kW,0kW,0kW,,,13kW,1kW,4kW,4kW,1kW,31kW,,9kW,27kW,73kW,16kW,0kW,34kW,0kW,,1kW,48kW,2kW,20kW,2123.314498901367kW,,26kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,25kW,28kW,22kW,0kW,2kW,66kW,74kW,0.05775943398475647kW,0kW,1kW,0kW,54kW,,,18kW,0kW,0kW,73kW,8kW,0kW,,218kW,14kW,94kW,23kW,,,316kW,11kW,,0kW,1kW,0kW,1kW,55kW,8kW,0kW,4kW,41kW,0kW,,0kW,327kW,36kW,29kW,73kW,16kW,0kW,,0kW,14kW,,1kW,,0kW,363kW,,352.9056930541992kW,3kW,,0kW,271kW,1kW,13kW,18kW,9kW,30kW,102kW,0kW,,32kW,3kW,6548.682375505567kW,7928.758823394775kW,114kW,10kW,,1kW,0kW,4kW,530kW,,,0kW,18kW,13kW,77kW,3kW,337kW,0kW,36kW,0kW
2016-02-07T03:50:00+11:00 Sydney,10kW,11kW,22kW,,143kW,122kW,5kW,6kW,0kW,0kW,18kW,5kW,1kW,,2kW,0kW,246kW,0kW,2kW,1kW,18kW,87kW,0kW,34kW,21kW,,28kW,7kW,0kW,0kW,,,12kW,1kW,4kW,4kW,1kW,31kW,,9kW,27kW,73kW,16kW,0kW,34kW,0kW,,1kW,59kW,2kW,20kW,2146.7879943847656kW,,24kW,0kW,0kW,13kW,4kW,0kW,0kW,3kW,25kW,28kW,19kW,0kW,2kW,66kW,72kW,0.05724761635065079kW,0kW,1kW,0kW,50kW,,,18kW,0kW,0kW,73kW,8kW,0kW,,218kW,14kW,91kW,24kW,,,329kW,8kW,,0kW,1kW,0kW,1kW,55kW,8kW,0kW,4kW,40kW,0kW,,0kW,306kW,39kW,25kW,62kW,16kW,0kW,,0kW,15kW,,1kW,,0kW,349kW,,366.84069633483887kW,3kW,,0kW,256kW,1kW,14kW,18kW,9kW,30kW,97kW,0kW,,33kW,3kW,6563.156215894967kW,7894.131595611572kW,114kW,10kW,,1kW,0kW,4kW,552kW,,,0kW,18kW,9kW,76kW,3kW,322kW,0kW,34kW,0kW
2016-02-07T04:00:00+11:00 Sydney,10kW,11kW,23kW,,115kW,122kW,5kW,6kW,0kW,0kW,18kW,5kW,1kW,,2kW,0kW,251kW,0kW,2kW,1kW,18kW,85kW,0kW,34kW,23kW,,27kW,3kW,0kW,0kW,,,14kW,1kW,4kW,4kW,1kW,34kW,,9kW,28kW,63kW,16kW,0kW,28kW,0kW,,1kW,59kW,2kW,19kW,2146.7879943847656kW,,25kW,0kW,0kW,17kW,4kW,0kW,0kW,1kW,26kW,25kW,25kW,1kW,2kW,71kW,75kW,0.05902837961912155kW,0kW,1kW,0kW,44kW,,,17kW,0kW,0kW,69kW,8kW,0kW,,218kW,14kW,72kW,24kW,,,371kW,5kW,,0kW,1kW,0kW,1kW,55kW,8kW,0kW,4kW,42kW,0kW,,0kW,335kW,39kW,28kW,62kW,16kW,0kW,,0kW,15kW,,1kW,,0kW,347kW,,362.84069633483887kW,2kW,,0kW,298kW,6kW,14kW,18kW,13kW,34kW,97kW,0kW,,37kW,2kW,6619.095422621816kW,7962.976161956787kW,114kW,9kW,,1kW,0kW,4kW,556kW,,,0kW,18kW,9kW,77kW,3kW,341kW,0kW,33kW,0kW
2016-02-07T04:10:00+11:00 Sydney,10kW,11kW,24kW,,115kW,126kW,6kW,6kW,0kW,0kW,14kW,1kW,1kW,,3kW,0kW,251kW,0kW,2kW,1kW,18kW,80kW,0kW,30kW,23kW,,35kW,3kW,0kW,0kW,,,14kW,1kW,4kW,4kW,1kW,34kW,,8kW,28kW,77kW,16kW,0kW,30kW,0kW,,1kW,45kW,2kW,20kW,2174.6517028808594kW,,27kW,0kW,0kW,17kW,8kW,0kW,0kW,1kW,21kW,27kW,28kW,2kW,2kW,70kW,77kW,0.05851591378450394kW,0kW,1kW,0kW,46kW,,,14kW,0kW,0kW,71kW,8kW,0kW,,218kW,14kW,75kW,24kW,,,371kW,7kW,,0kW,1kW,0kW,1kW,55kW,8kW,0kW,4kW,42kW,0kW,,0kW,330kW,37kW,33kW,45kW,16kW,0kW,,0kW,14kW,,1kW,,0kW,358kW,,335.5030117034912kW,4kW,,0kW,298kW,6kW,21kW,18kW,13kW,34kW,98kW,0kW,,37kW,3kW,6653.095166388899kW,7927.562568664551kW,114kW,9kW,,1kW,0kW,4kW,569kW,,,0kW,18kW,9kW,85kW,3kW,341kW,0kW,38kW,0kW
2016-02-07T04:20:00+11:00 Sydney,10kW,11kW,24kW,,110kW,126kW,6kW,6kW,0kW,0kW,13kW,1kW,1kW,,3kW,0kW,241kW,0kW,2kW,1kW,18kW,80kW,0kW,32kW,30kW,,35kW,3kW,0kW,0kW,,,14kW,1kW,8kW,8kW,1kW,36kW,,7kW,28kW,77kW,16kW,0kW,30kW,0kW,,1kW,44kW,2kW,20kW,2174.595703125kW,,27kW,0kW,0kW,13kW,8kW,0kW,0kW,1kW,21kW,27kW,34kW,2kW,2kW,65kW,77kW,0.05851591378450394kW,0kW,1kW,4kW,46kW,,,14kW,0kW,0kW,72kW,9kW,0kW,,218kW,14kW,75kW,27kW,,,370kW,12kW,,1kW,1kW,0kW,1kW,55kW,8kW,6kW,4kW,41kW,0kW,,0kW,342kW,39kW,33kW,44kW,16kW,0kW,,0kW,15kW,,1kW,,0kW,359kW,,341.14249420166016kW,4kW,,0kW,266kW,5kW,17kW,22kW,13kW,30kW,101kW,0kW,,33kW,3kW,6644.16656219773kW,7911.309921264648kW,117kW,8kW,,1kW,0kW,4kW,551kW,,,0kW,18kW,9kW,85kW,3kW,325kW,0kW,38kW,0kW
2016-02-07T04:30:00+11:00 Sydney,10kW,11kW,22kW,,111kW,124kW,5kW,6kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,234kW,0kW,2kW,1kW,20kW,87kW,0kW,35kW,30kW,,46kW,3kW,0kW,0kW,,,12kW,1kW,8kW,8kW,1kW,36kW,,7kW,26kW,69kW,16kW,0kW,29kW,0kW,,1kW,76kW,2kW,20kW,2143.5283966064453kW,,27kW,0kW,0kW,13kW,5kW,0kW,0kW,1kW,20kW,23kW,34kW,0kW,2kW,66kW,76kW,0.055124517530202866kW,0kW,1kW,4kW,50kW,,,15kW,0kW,0kW,76kW,9kW,0kW,,216kW,14kW,73kW,27kW,,,392kW,12kW,,1kW,1kW,0kW,1kW,56kW,8kW,6kW,4kW,41kW,0kW,,0kW,342kW,39kW,31kW,62kW,16kW,0kW,,0kW,15kW,,1kW,,0kW,371kW,,356.4710006713867kW,2kW,,0kW,301kW,1kW,17kW,25kW,13kW,31kW,100kW,0kW,,37kW,3kW,6701.979458926246kW,7898.22785949707kW,118kW,12kW,,1kW,0kW,4kW,540kW,,,0kW,18kW,9kW,71kW,3kW,329kW,0kW,35kW,0kW
2016-02-07T04:40:00+11:00 Sydney,10kW,11kW,27kW,,112kW,127kW,6kW,7kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,253kW,1kW,2kW,1kW,20kW,87kW,0kW,35kW,16kW,,36kW,4kW,0kW,0kW,,,12kW,1kW,6kW,6kW,1kW,33kW,,8kW,27kW,72kW,16kW,0kW,29kW,0kW,,1kW,76kW,2kW,20kW,2149.951400756836kW,,27kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,26kW,27kW,26kW,0kW,2kW,66kW,74kW,0.0593770369887352kW,0kW,1kW,0kW,50kW,,,15kW,0kW,0kW,76kW,8kW,0kW,,222kW,14kW,71kW,23kW,,,397kW,6kW,,1kW,1kW,0kW,1kW,56kW,7kW,0kW,4kW,41kW,0kW,,0kW,325kW,36kW,34kW,62kW,17kW,0kW,,0kW,15kW,,1kW,,0kW,370kW,,364.36620330810547kW,2kW,,0kW,260kW,1kW,14kW,25kW,13kW,31kW,94kW,0kW,,37kW,3kW,6668.852190654725kW,7967.953330993652kW,118kW,12kW,,1kW,0kW,4kW,531kW,,,0kW,18kW,9kW,76kW,3kW,338kW,0kW,42kW,0kW
