Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B92 B92 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B1A B1A V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B100 B100 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-07-20T00:40:00+10:00 Sydney,183.6228906823185kW,39kW,27kW,"","",167kW,130kW,17kW,10kW,20kW,1kW,152kW,1kW,2kW,"",4kW,0kW,"",2kW,2kW,1kW,18kW,78kW,1kW,38kW,20kW,0kW,37kW,4kW,0kW,7kW,0kW,0kW,24kW,0kW,5kW,5kW,1kW,49kW,19kW,18kW,140kW,170kW,33kW,1kW,121kW,0kW,0kW,2kW,64kW,34kW,29kW,1722.3412017822266kW,3kW,32kW,92kW,0kW,20kW,5kW,6kW,32kW,1kW,34kW,42kW,44kW,6kW,2kW,86kW,101kW,0.8129935264587402kW,1kW,0kW,0kW,31kW,3kW,"",60kW,148kW,"",3kW,113kW,11kW,0kW,7kW,204kW,33kW,16kW,95kW,32kW,2kW,488kW,5kW,"",4kW,1kW,0kW,1kW,0kW,22kW,0kW,4kW,47kW,0kW,41kW,0kW,417kW,43kW,19kW,0kW,19kW,0kW,0kW,145kW,17kW,39kW,2kW,"",45kW,"","",205.6393928527832kW,2kW,1kW,0kW,278kW,4kW,17kW,51kW,11kW,50kW,127kW,0kW,3kW,35kW,3kW,9057.416478843787kW,0kW,126kW,12kW,"",0kW,8kW,3kW,631kW,8kW,"",0kW,19kW,12kW,108kW,3kW,336kW,0kW,64kW,5kW
2016-07-20T00:45:00+10:00 Sydney,183.61913059427744kW,38kW,27kW,"","",167kW,130kW,17kW,10kW,20kW,1kW,152kW,1kW,2kW,"",4kW,0kW,"",2kW,2kW,1kW,18kW,75kW,1kW,46kW,20kW,0kW,37kW,4kW,0kW,7kW,0kW,0kW,24kW,0kW,5kW,5kW,1kW,49kW,19kW,18kW,132kW,170kW,24kW,1kW,121kW,0kW,0kW,2kW,64kW,34kW,29kW,1721.803207397461kW,3kW,32kW,92kW,0kW,21kW,5kW,6kW,32kW,1kW,34kW,42kW,44kW,6kW,2kW,86kW,101kW,0.8129935264587402kW,1kW,0kW,0kW,31kW,3kW,"",60kW,148kW,"",4kW,122kW,11kW,0kW,7kW,204kW,24kW,16kW,95kW,34kW,2kW,488kW,5kW,"",4kW,1kW,0kW,1kW,0kW,22kW,0kW,4kW,47kW,0kW,41kW,0kW,399kW,43kW,19kW,0kW,19kW,0kW,0kW,145kW,17kW,43kW,2kW,"",37kW,"","",76.84359931945801kW,2kW,1kW,0kW,278kW,4kW,13kW,51kW,11kW,50kW,128kW,0kW,3kW,35kW,3kW,8893.078930837655kW,0kW,128kW,12kW,"",0kW,8kW,3kW,628kW,8kW,"",0kW,19kW,12kW,108kW,3kW,328kW,0kW,64kW,5kW
2016-07-20T00:50:00+10:00 Sydney,182.61537050623636kW,38kW,29kW,"","",156kW,130kW,13kW,5kW,20kW,1kW,154kW,1kW,1kW,"",4kW,0kW,"",6kW,2kW,1kW,18kW,75kW,1kW,46kW,22kW,0kW,37kW,4kW,0kW,7kW,0kW,0kW,19kW,0kW,5kW,5kW,1kW,49kW,17kW,18kW,132kW,158kW,24kW,1kW,121kW,0kW,0kW,3kW,64kW,34kW,29kW,1719.803207397461kW,8kW,33kW,89kW,0kW,21kW,5kW,6kW,30kW,2kW,34kW,43kW,45kW,6kW,2kW,85kW,99kW,0.8129887580871582kW,5kW,1kW,0kW,31kW,3kW,"",57kW,126kW,"",4kW,122kW,11kW,0kW,8kW,204kW,24kW,15kW,122kW,34kW,2kW,432kW,10kW,"",2kW,1kW,0kW,1kW,0kW,22kW,0kW,4kW,47kW,0kW,41kW,0kW,390kW,40kW,21kW,0kW,20kW,0kW,1kW,149kW,15kW,43kW,2kW,"",37kW,"","",204.71589469909668kW,1kW,1kW,0kW,278kW,4kW,13kW,48kW,11kW,50kW,130kW,0kW,3kW,32kW,3kW,8963.94746136088kW,0kW,128kW,11kW,"",0kW,8kW,3kW,628kW,7kW,"",1kW,19kW,11kW,108kW,3kW,328kW,1kW,64kW,4kW
2016-07-20T00:55:00+10:00 Sydney,182.61161041819528kW,34kW,29kW,"","",156kW,129kW,13kW,5kW,16kW,1kW,154kW,1kW,1kW,"",4kW,0kW,"",6kW,2kW,1kW,18kW,75kW,1kW,46kW,22kW,0kW,32kW,4kW,0kW,7kW,0kW,0kW,19kW,0kW,9kW,9kW,1kW,49kW,17kW,18kW,138kW,158kW,24kW,1kW,119kW,0kW,0kW,3kW,68kW,25kW,46kW,1719.803207397461kW,8kW,33kW,89kW,0kW,20kW,5kW,6kW,30kW,2kW,34kW,43kW,45kW,5kW,2kW,85kW,99kW,0.8129887580871582kW,5kW,1kW,0kW,29kW,3kW,"",57kW,126kW,"",4kW,111kW,12kW,0kW,8kW,206kW,24kW,15kW,122kW,34kW,2kW,432kW,10kW,"",2kW,1kW,0kW,1kW,0kW,22kW,0kW,4kW,43kW,0kW,57kW,0kW,356kW,40kW,21kW,0kW,20kW,0kW,1kW,149kW,15kW,43kW,2kW,"",37kW,"","",200.71589469909668kW,1kW,1kW,0kW,279kW,5kW,13kW,48kW,11kW,49kW,133kW,0kW,3kW,32kW,3kW,8777.94370127284kW,0kW,128kW,11kW,"",0kW,8kW,3kW,613kW,7kW,"",1kW,19kW,11kW,113kW,6kW,335kW,1kW,57kW,4kW
2016-07-20T01:00:00+10:00 Sydney,182.6078503301542kW,34kW,29kW,"","",156kW,129kW,13kW,5kW,16kW,1kW,141kW,1kW,1kW,"",4kW,0kW,"",6kW,2kW,1kW,18kW,77kW,1kW,36kW,22kW,0kW,32kW,4kW,0kW,7kW,0kW,0kW,19kW,0kW,9kW,9kW,1kW,49kW,17kW,18kW,138kW,158kW,24kW,1kW,119kW,0kW,0kW,3kW,68kW,25kW,46kW,1728.4725952148438kW,8kW,33kW,78kW,0kW,20kW,5kW,6kW,30kW,2kW,34kW,43kW,45kW,5kW,2kW,85kW,99kW,0.8129887580871582kW,5kW,1kW,0kW,29kW,3kW,"",57kW,126kW,"",4kW,111kW,12kW,0kW,8kW,206kW,24kW,12kW,122kW,31kW,2kW,432kW,10kW,"",2kW,1kW,0kW,1kW,0kW,22kW,0kW,4kW,43kW,0kW,57kW,0kW,356kW,39kW,21kW,0kW,20kW,0kW,1kW,149kW,17kW,44kW,2kW,"",41kW,"","",200.0447940826416kW,1kW,1kW,0kW,279kW,5kW,17kW,48kW,11kW,49kW,131kW,0kW,3kW,32kW,3kW,8748.938228385727kW,0kW,128kW,11kW,"",0kW,8kW,3kW,609kW,7kW,"",1kW,19kW,11kW,113kW,6kW,332kW,1kW,57kW,4kW
2016-07-20T01:05:00+10:00 Sydney,182.60409024211313kW,34kW,28kW,"","",134kW,129kW,10kW,5kW,16kW,1kW,141kW,1kW,1kW,"",6kW,0kW,"",1kW,6kW,1kW,18kW,77kW,1kW,36kW,18kW,0kW,28kW,4kW,0kW,7kW,0kW,0kW,27kW,0kW,9kW,9kW,1kW,49kW,17kW,14kW,138kW,136kW,24kW,1kW,119kW,0kW,0kW,3kW,68kW,25kW,46kW,1728.4725952148438kW,3kW,34kW,78kW,0kW,20kW,5kW,6kW,32kW,2kW,34kW,43kW,45kW,4kW,5kW,86kW,108kW,0.8132440447807312kW,2kW,1kW,0kW,32kW,5kW,"",59kW,127kW,"",4kW,111kW,12kW,0kW,8kW,206kW,24kW,12kW,96kW,31kW,2kW,431kW,6kW,"",2kW,1kW,0kW,1kW,0kW,23kW,0kW,4kW,43kW,0kW,57kW,0kW,352kW,39kW,21kW,0kW,20kW,0kW,0kW,145kW,17kW,44kW,2kW,"",41kW,"","",195.5705051422119kW,1kW,2kW,0kW,291kW,5kW,17kW,49kW,11kW,49kW,131kW,0kW,3kW,31kW,3kW,8665.46043464395kW,0kW,127kW,11kW,"",0kW,3kW,3kW,609kW,9kW,"",4kW,19kW,11kW,119kW,6kW,332kW,1kW,57kW,5kW
2016-07-20T01:10:00+10:00 Sydney,182.60033015407205kW,38kW,28kW,"","",134kW,129kW,10kW,5kW,15kW,1kW,141kW,1kW,1kW,"",6kW,0kW,"",1kW,6kW,1kW,18kW,86kW,1kW,35kW,18kW,0kW,28kW,4kW,0kW,7kW,0kW,0kW,27kW,0kW,5kW,5kW,1kW,49kW,17kW,14kW,133kW,136kW,27kW,1kW,117kW,0kW,0kW,3kW,69kW,24kW,35kW,1728.4725952148438kW,3kW,34kW,78kW,0kW,20kW,5kW,5kW,32kW,2kW,32kW,43kW,45kW,4kW,5kW,86kW,108kW,0.8132440447807312kW,2kW,1kW,0kW,32kW,5kW,"",59kW,127kW,"",4kW,111kW,12kW,0kW,8kW,205kW,27kW,12kW,96kW,31kW,2kW,431kW,6kW,"",2kW,1kW,0kW,1kW,0kW,23kW,0kW,4kW,44kW,0kW,56kW,0kW,363kW,39kW,21kW,0kW,20kW,0kW,0kW,145kW,17kW,44kW,2kW,"",41kW,"","",335.7300109863281kW,1kW,2kW,0kW,291kW,6kW,17kW,49kW,11kW,50kW,127kW,0kW,3kW,31kW,3kW,8804.616180400026kW,0kW,127kW,11kW,"",5kW,3kW,3kW,597kW,9kW,"",4kW,19kW,11kW,119kW,7kW,330kW,1kW,61kW,5kW
2016-07-20T01:15:00+10:00 Sydney,179.59657006603098kW,38kW,28kW,"","",134kW,129kW,13kW,5kW,15kW,1kW,150kW,1kW,1kW,"",6kW,0kW,"",1kW,6kW,1kW,18kW,86kW,1kW,35kW,18kW,0kW,28kW,4kW,0kW,7kW,0kW,0kW,27kW,0kW,5kW,5kW,1kW,49kW,17kW,14kW,133kW,136kW,27kW,1kW,117kW,0kW,0kW,3kW,69kW,24kW,35kW,1678.6773071289062kW,3kW,36kW,67kW,0kW,20kW,5kW,5kW,32kW,2kW,32kW,43kW,45kW,4kW,5kW,85kW,108kW,0.816099226474762kW,2kW,1kW,0kW,32kW,5kW,"",56kW,127kW,"",4kW,111kW,12kW,0kW,8kW,205kW,27kW,12kW,96kW,31kW,2kW,431kW,6kW,"",2kW,1kW,0kW,1kW,0kW,23kW,0kW,4kW,44kW,0kW,56kW,0kW,362kW,39kW,21kW,0kW,18kW,0kW,0kW,145kW,16kW,44kW,2kW,"",41kW,"","",215.00730514526367kW,1kW,2kW,0kW,291kW,6kW,13kW,51kW,11kW,50kW,122kW,0kW,3kW,31kW,3kW,8629.097281566676kW,0kW,126kW,11kW,"",5kW,3kW,3kW,597kW,9kW,"",4kW,19kW,11kW,119kW,7kW,330kW,1kW,61kW,5kW
2016-07-20T01:20:00+10:00 Sydney,179.5928099779899kW,38kW,28kW,"","",121kW,130kW,13kW,9kW,15kW,1kW,150kW,1kW,1kW,"",3kW,0kW,"",1kW,2kW,1kW,18kW,86kW,1kW,35kW,18kW,0kW,37kW,4kW,0kW,7kW,0kW,0kW,23kW,0kW,5kW,5kW,1kW,50kW,19kW,18kW,133kW,162kW,27kW,1kW,107kW,0kW,0kW,1kW,61kW,24kW,65kW,1678.598403930664kW,3kW,36kW,67kW,0kW,20kW,7kW,5kW,28kW,2kW,32kW,44kW,46kW,5kW,6kW,85kW,107kW,0.816099226474762kW,2kW,1kW,0kW,31kW,5kW,"",56kW,145kW,"",4kW,111kW,11kW,0kW,7kW,188kW,27kW,12kW,96kW,31kW,3kW,472kW,5kW,"",2kW,1kW,1kW,1kW,0kW,22kW,0kW,7kW,41kW,0kW,49kW,0kW,355kW,39kW,24kW,0kW,18kW,0kW,1kW,136kW,16kW,44kW,3kW,"",41kW,"","",219.00730514526367kW,4kW,1kW,0kW,276kW,6kW,13kW,51kW,11kW,49kW,126kW,0kW,3kW,36kW,3kW,8688.014618280393kW,0kW,126kW,10kW,"",5kW,6kW,3kW,597kW,7kW,"",0kW,19kW,11kW,113kW,5kW,327kW,1kW,59kW,3kW
2016-07-20T01:25:00+10:00 Sydney,179.58904988994883kW,34kW,28kW,"","",121kW,130kW,13kW,9kW,15kW,1kW,150kW,1kW,1kW,"",3kW,0kW,"",1kW,2kW,1kW,18kW,77kW,1kW,28kW,18kW,0kW,37kW,4kW,0kW,7kW,0kW,0kW,23kW,0kW,5kW,5kW,1kW,50kW,19kW,18kW,134kW,162kW,26kW,1kW,107kW,0kW,0kW,1kW,61kW,24kW,65kW,1691.598403930664kW,3kW,36kW,79kW,0kW,20kW,7kW,5kW,28kW,2kW,34kW,44kW,46kW,5kW,6kW,84kW,107kW,0.816099226474762kW,2kW,1kW,0kW,31kW,5kW,"",56kW,145kW,"",3kW,117kW,11kW,0kW,7kW,188kW,26kW,12kW,96kW,32kW,3kW,472kW,5kW,"",2kW,1kW,1kW,1kW,0kW,22kW,0kW,7kW,41kW,0kW,49kW,0kW,356kW,39kW,24kW,0kW,18kW,0kW,1kW,136kW,16kW,42kW,3kW,"",41kW,"","",207.03759384155273kW,4kW,1kW,0kW,276kW,6kW,13kW,51kW,11kW,49kW,128kW,0kW,3kW,36kW,3kW,8712.041146888641kW,0kW,127kW,10kW,"",0kW,6kW,3kW,623kW,7kW,"",0kW,19kW,11kW,113kW,5kW,326kW,1kW,59kW,3kW
2016-07-20T01:30:00+10:00 Sydney,179.58528980190775kW,34kW,27kW,"","",121kW,130kW,10kW,5kW,15kW,1kW,153kW,1kW,5kW,"",2kW,0kW,"",1kW,2kW,1kW,18kW,77kW,1kW,28kW,23kW,0kW,37kW,4kW,0kW,7kW,0kW,0kW,18kW,0kW,5kW,5kW,1kW,50kW,19kW,14kW,134kW,130kW,26kW,1kW,107kW,0kW,0kW,2kW,61kW,24kW,65kW,1709.7550964355469kW,3kW,36kW,79kW,0kW,20kW,7kW,5kW,30kW,2kW,34kW,42kW,39kW,5kW,5kW,84kW,105kW,0.8148457407951355kW,5kW,1kW,0kW,31kW,2kW,"",57kW,139kW,"",3kW,117kW,11kW,0kW,10kW,190kW,26kW,12kW,139kW,32kW,1kW,465kW,11kW,"",2kW,1kW,1kW,1kW,0kW,22kW,0kW,4kW,41kW,0kW,49kW,0kW,356kW,38kW,22kW,0kW,18kW,0kW,0kW,140kW,18kW,42kW,2kW,"",41kW,"","",207.34779357910156kW,1kW,1kW,0kW,276kW,6kW,13kW,48kW,11kW,49kW,124kW,0kW,5kW,32kW,3kW,8692.503025557351kW,0kW,127kW,10kW,"",0kW,3kW,3kW,623kW,7kW,"",0kW,19kW,11kW,113kW,5kW,326kW,1kW,59kW,3kW
2016-07-20T01:35:00+10:00 Sydney,179.58152971386667kW,34kW,27kW,"","",121kW,132kW,10kW,5kW,16kW,1kW,153kW,1kW,5kW,"",2kW,0kW,"",1kW,2kW,1kW,18kW,77kW,1kW,28kW,23kW,0kW,28kW,4kW,0kW,7kW,0kW,0kW,18kW,0kW,9kW,9kW,1kW,46kW,19kW,14kW,132kW,130kW,26kW,1kW,117kW,0kW,0kW,2kW,57kW,25kW,24kW,1709.7550964355469kW,3kW,36kW,79kW,0kW,20kW,5kW,5kW,30kW,2kW,34kW,42kW,39kW,5kW,5kW,84kW,105kW,0.8148457407951355kW,5kW,1kW,0kW,30kW,2kW,"",57kW,139kW,"",3kW,112kW,12kW,0kW,10kW,188kW,26kW,12kW,139kW,32kW,1kW,465kW,11kW,"",2kW,1kW,0kW,1kW,0kW,22kW,0kW,4kW,46kW,0kW,57kW,0kW,354kW,38kW,22kW,0kW,18kW,0kW,0kW,140kW,18kW,42kW,2kW,"",41kW,"","",205.34779357910156kW,1kW,1kW,0kW,297kW,10kW,13kW,48kW,12kW,49kW,121kW,0kW,5kW,32kW,3kW,8757.49926546931kW,0kW,127kW,10kW,"",0kW,3kW,3kW,624kW,7kW,"",0kW,19kW,11kW,113kW,3kW,325kW,1kW,55kW,3kW
2016-07-20T01:40:00+10:00 Sydney,179.5777696258256kW,34kW,27kW,"","",121kW,132kW,12kW,5kW,16kW,1kW,138kW,1kW,5kW,"",2kW,0kW,"",1kW,2kW,1kW,18kW,70kW,1kW,42kW,23kW,0kW,28kW,4kW,0kW,7kW,0kW,0kW,18kW,0kW,9kW,9kW,1kW,46kW,19kW,14kW,132kW,130kW,30kW,1kW,117kW,0kW,0kW,2kW,57kW,25kW,24kW,1705.7550964355469kW,3kW,36kW,76kW,0kW,20kW,5kW,5kW,30kW,2kW,35kW,42kW,39kW,5kW,5kW,85kW,105kW,0.813740074634552kW,5kW,1kW,0kW,30kW,2kW,"",58kW,139kW,"",3kW,112kW,12kW,0kW,10kW,188kW,30kW,12kW,139kW,32kW,1kW,465kW,11kW,"",2kW,1kW,0kW,1kW,0kW,22kW,0kW,4kW,46kW,0kW,57kW,0kW,352kW,41kW,22kW,0kW,18kW,0kW,0kW,140kW,22kW,41kW,2kW,"",41kW,"","",206.04139709472656kW,1kW,1kW,0kW,297kW,10kW,16kW,43kW,12kW,49kW,126kW,0kW,5kW,32kW,3kW,8749.188003230734kW,0kW,127kW,10kW,"",0kW,3kW,3kW,612kW,7kW,"",0kW,19kW,11kW,113kW,3kW,327kW,1kW,55kW,3kW
2016-07-20T01:45:00+10:00 Sydney,179.57400953778452kW,34kW,28kW,"","",123kW,130kW,12kW,5kW,16kW,2kW,138kW,1kW,1kW,"",3kW,0kW,"",2kW,2kW,1kW,18kW,70kW,1kW,42kW,18kW,0kW,53kW,4kW,0kW,7kW,0kW,0kW,23kW,0kW,9kW,9kW,1kW,46kW,19kW,15kW,132kW,133kW,30kW,1kW,117kW,0kW,0kW,2kW,57kW,25kW,24kW,1705.861099243164kW,3kW,34kW,76kW,0kW,20kW,5kW,10kW,30kW,2kW,35kW,42kW,39kW,4kW,2kW,85kW,106kW,0.813740074634552kW,3kW,1kW,0kW,31kW,5kW,"",58kW,139kW,"",3kW,112kW,12kW,0kW,7kW,188kW,30kW,12kW,97kW,32kW,3kW,443kW,3kW,"",2kW,1kW,0kW,1kW,0kW,22kW,0kW,4kW,46kW,0kW,57kW,0kW,347kW,41kW,23kW,0kW,18kW,0kW,0kW,142kW,22kW,41kW,3kW,"",41kW,"","",205.54479598999023kW,2kW,3kW,0kW,308kW,10kW,16kW,46kW,12kW,53kW,126kW,0kW,3kW,36kW,3kW,8753.793644845573kW,0kW,127kW,9kW,"",0kW,8kW,3kW,612kW,7kW,"",0kW,19kW,11kW,121kW,3kW,327kW,1kW,55kW,4kW
2016-07-20T01:50:00+10:00 Sydney,179.57024944974344kW,34kW,28kW,"","",123kW,130kW,12kW,5kW,16kW,2kW,138kW,1kW,1kW,"",3kW,0kW,"",2kW,2kW,1kW,18kW,64kW,1kW,33kW,18kW,0kW,53kW,4kW,0kW,7kW,0kW,0kW,23kW,0kW,5kW,5kW,1kW,45kW,19kW,15kW,128kW,133kW,25kW,1kW,110kW,0kW,0kW,2kW,66kW,25kW,47kW,1705.861099243164kW,3kW,34kW,76kW,0kW,20kW,5kW,10kW,30kW,2kW,36kW,42kW,39kW,4kW,2kW,85kW,106kW,0.813740074634552kW,3kW,1kW,0kW,31kW,5kW,"",58kW,139kW,"",3kW,117kW,12kW,0kW,7kW,208kW,25kW,12kW,97kW,32kW,3kW,443kW,3kW,"",2kW,1kW,0kW,1kW,0kW,22kW,0kW,4kW,46kW,0kW,42kW,0kW,358kW,41kW,23kW,0kW,18kW,0kW,0kW,142kW,22kW,41kW,3kW,"",41kW,"","",78.55169868469238kW,2kW,3kW,0kW,308kW,5kW,16kW,46kW,12kW,53kW,125kW,0kW,3kW,36kW,3kW,8687.796787452235kW,0kW,126kW,9kW,"",1kW,8kW,3kW,641kW,7kW,"",0kW,19kW,11kW,121kW,3kW,329kW,1kW,64kW,4kW
2016-07-20T01:55:00+10:00 Sydney,179.56648936170237kW,34kW,28kW,"","",121kW,130kW,8kW,5kW,16kW,2kW,127kW,1kW,1kW,"",3kW,0kW,"",2kW,2kW,1kW,18kW,64kW,5kW,33kW,18kW,0kW,53kW,4kW,0kW,7kW,0kW,0kW,23kW,0kW,5kW,5kW,1kW,45kW,19kW,15kW,128kW,133kW,25kW,1kW,110kW,0kW,0kW,2kW,66kW,25kW,47kW,1690.3276977539062kW,3kW,33kW,65kW,0kW,20kW,5kW,10kW,28kW,2kW,36kW,44kW,39kW,4kW,2kW,87kW,100kW,0.8130737543106079kW,3kW,1kW,0kW,31kW,5kW,"",59kW,149kW,"",3kW,117kW,12kW,0kW,10kW,207kW,25kW,12kW,98kW,31kW,3kW,482kW,3kW,"",2kW,1kW,0kW,1kW,0kW,22kW,0kW,4kW,46kW,0kW,42kW,0kW,367kW,43kW,24kW,0kW,18kW,0kW,1kW,154kW,16kW,40kW,2kW,"",41kW,"","",197.84059715270996kW,2kW,1kW,0kW,308kW,5kW,15kW,44kW,12kW,53kW,118kW,0kW,3kW,32kW,3kW,8800.54785802263kW,0kW,127kW,11kW,"",1kW,8kW,3kW,641kW,7kW,"",0kW,19kW,11kW,121kW,3kW,329kW,1kW,64kW,6kW
2016-07-20T02:00:00+10:00 Sydney,179.5627292736613kW,33kW,28kW,"","",121kW,130kW,8kW,5kW,15kW,1kW,127kW,1kW,1kW,"",6kW,0kW,"",6kW,2kW,1kW,18kW,64kW,5kW,33kW,18kW,0kW,40kW,4kW,0kW,7kW,0kW,0kW,23kW,0kW,5kW,5kW,1kW,45kW,19kW,17kW,134kW,129kW,25kW,5kW,121kW,0kW,0kW,3kW,66kW,25kW,45kW,1690.3276977539062kW,3kW,33kW,65kW,0kW,20kW,5kW,5kW,28kW,2kW,36kW,44kW,39kW,6kW,2kW,87kW,100kW,0.8130737543106079kW,2kW,1kW,0kW,30kW,4kW,"",59kW,149kW,"",3kW,110kW,11kW,0kW,10kW,186kW,25kW,12kW,98kW,31kW,2kW,482kW,11kW,"",4kW,1kW,0kW,1kW,0kW,23kW,0kW,4kW,46kW,0kW,33kW,0kW,386kW,43kW,24kW,0kW,18kW,0kW,1kW,154kW,16kW,40kW,2kW,"",41kW,"","",198.84059715270996kW,2kW,1kW,0kW,320kW,1kW,15kW,44kW,11kW,49kW,117kW,0kW,3kW,32kW,3kW,8779.544097934588kW,0kW,127kW,11kW,"",0kW,3kW,3kW,657kW,7kW,"",0kW,19kW,10kW,115kW,3kW,325kW,1kW,59kW,6kW
2016-07-20T02:05:00+10:00 Sydney,179.5589691856202kW,33kW,28kW,"","",121kW,130kW,8kW,5kW,15kW,1kW,127kW,1kW,1kW,"",6kW,0kW,"",6kW,2kW,1kW,18kW,79kW,5kW,36kW,18kW,0kW,40kW,4kW,0kW,7kW,0kW,0kW,23kW,0kW,5kW,5kW,1kW,45kW,19kW,17kW,134kW,129kW,25kW,5kW,121kW,0kW,0kW,3kW,66kW,25kW,45kW,1720.3276977539062kW,3kW,33kW,72kW,0kW,20kW,5kW,5kW,28kW,2kW,34kW,44kW,39kW,6kW,2kW,84kW,100kW,0.8130737543106079kW,2kW,1kW,0kW,30kW,4kW,"",59kW,149kW,"",3kW,110kW,11kW,0kW,10kW,186kW,25kW,12kW,98kW,31kW,2kW,482kW,11kW,"",4kW,1kW,0kW,1kW,0kW,23kW,0kW,4kW,46kW,0kW,33kW,0kW,375kW,43kW,24kW,0kW,18kW,0kW,1kW,154kW,16kW,43kW,2kW,"",40kW,"","",196.39679718017578kW,2kW,1kW,0kW,320kW,1kW,15kW,44kW,11kW,49kW,114kW,0kW,3kW,32kW,3kW,8794.096537874013kW,0kW,128kW,11kW,"",0kW,3kW,3kW,641kW,7kW,"",0kW,19kW,10kW,115kW,3kW,319kW,1kW,59kW,6kW
2016-07-20T02:10:00+10:00 Sydney,179.55520909757914kW,33kW,28kW,"","",157kW,135kW,9kW,9kW,15kW,1kW,130kW,1kW,2kW,"",4kW,0kW,"",1kW,2kW,1kW,18kW,79kW,1kW,36kW,23kW,0kW,37kW,4kW,0kW,7kW,0kW,0kW,20kW,0kW,5kW,5kW,1kW,45kW,19kW,13kW,134kW,142kW,25kW,1kW,121kW,0kW,0kW,3kW,61kW,25kW,45kW,1719.6596069335938kW,3kW,29kW,72kW,0kW,20kW,5kW,5kW,30kW,2kW,34kW,42kW,42kW,5kW,1kW,86kW,112kW,0.8154155015945435kW,2kW,0kW,0kW,27kW,3kW,"",54kW,147kW,"",3kW,110kW,11kW,0kW,8kW,186kW,25kW,12kW,98kW,31kW,3kW,457kW,6kW,"",4kW,1kW,0kW,1kW,0kW,23kW,0kW,4kW,46kW,0kW,33kW,0kW,358kW,47kW,23kW,0kW,17kW,0kW,0kW,146kW,17kW,43kW,3kW,"",40kW,"","",201.36739349365234kW,1kW,1kW,0kW,280kW,1kW,15kW,48kW,11kW,49kW,114kW,0kW,3kW,32kW,3kW,8676.39762502642kW,0kW,128kW,17kW,"",0kW,4kW,3kW,641kW,7kW,"",0kW,19kW,10kW,127kW,3kW,319kW,1kW,59kW,4kW
