Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B92 B92 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B1A B1A V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B100 B100 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-02-25T00:30:01+11:00 Sydney,103kW,19kW,24kW,"","",155kW,127kW,7kW,6kW,0kW,0kW,24kW,1kW,1kW,"",5kW,0kW,"",4kW,2kW,1kW,17kW,95kW,0kW,45kW,29kW,0kW,44kW,4kW,0kW,0kW,1kW,0kW,16kW,1kW,10kW,10kW,1kW,42kW,17kW,17kW,47kW,111kW,34kW,0kW,42kW,0kW,0kW,2kW,61kW,4kW,27kW,1798.2554016113281kW,0kW,30kW,0kW,0kW,34kW,5kW,0kW,0kW,2kW,32kW,47kW,53kW,2kW,1kW,91kW,86kW,0.9116708636283875kW,0kW,2kW,0kW,27kW,0kW,"",19kW,0kW,"",1kW,83kW,10kW,0kW,10kW,332kW,"",12kW,105kW,32kW,4kW,358kW,7kW,"",1kW,3kW,1kW,1kW,55kW,7kW,0kW,5kW,41kW,0kW,69kW,0kW,389kW,44kW,26kW,57kW,20kW,0kW,3kW,0kW,18kW,41kW,4kW,"",0kW,"","",349.42211151123047kW,3kW,1kW,1kW,309kW,5kW,22kW,22kW,8kW,33kW,129kW,0kW,6kW,38kW,4kW,8313.589183986187kW,"",122kW,14kW,"",1kW,0kW,5kW,667kW,7kW,"",0kW,18kW,8kW,97kW,3kW,323kW,0kW,64kW,0kW
2016-02-25T00:30:02+11:00 Sydney,103kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8313.395756590924kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T00:35:00+11:00 Sydney,102kW,19kW,24kW,"","",155kW,127kW,7kW,6kW,0kW,0kW,24kW,1kW,1kW,"",5kW,0kW,"",4kW,2kW,1kW,17kW,95kW,0kW,37kW,29kW,0kW,44kW,4kW,0kW,0kW,1kW,0kW,16kW,1kW,10kW,10kW,1kW,42kW,17kW,17kW,42kW,111kW,34kW,0kW,40kW,0kW,0kW,2kW,71kW,4kW,27kW,1792.3742065429688kW,0kW,30kW,0kW,0kW,34kW,5kW,0kW,0kW,2kW,32kW,47kW,49kW,2kW,1kW,76kW,86kW,0.9110738635063171kW,0kW,2kW,0kW,27kW,0kW,"",19kW,0kW,"",1kW,83kW,10kW,0kW,10kW,293kW,"",12kW,105kW,32kW,4kW,352kW,8kW,"",1kW,1kW,1kW,1kW,55kW,7kW,0kW,5kW,44kW,0kW,65kW,0kW,388kW,46kW,26kW,57kW,21kW,0kW,2kW,0kW,18kW,41kW,4kW,"",0kW,"","",349.46911239624023kW,3kW,1kW,1kW,309kW,4kW,22kW,27kW,8kW,36kW,132kW,0kW,6kW,38kW,4kW,8254.754392802715kW,9215.43115234375kW,122kW,14kW,"",1kW,0kW,5kW,675kW,7kW,"",0kW,18kW,8kW,97kW,3kW,332kW,0kW,62kW,0kW
2016-02-25T00:40:00+11:00 Sydney,102kW,18kW,24kW,"","",155kW,127kW,7kW,6kW,0kW,0kW,19kW,1kW,1kW,"",5kW,0kW,"",4kW,2kW,1kW,17kW,90kW,0kW,37kW,29kW,0kW,44kW,4kW,0kW,0kW,1kW,0kW,16kW,1kW,10kW,10kW,1kW,42kW,17kW,17kW,42kW,111kW,34kW,0kW,40kW,0kW,0kW,2kW,71kW,4kW,27kW,1792.3742065429688kW,0kW,30kW,0kW,0kW,34kW,5kW,0kW,0kW,2kW,32kW,47kW,49kW,2kW,1kW,76kW,86kW,0.9110738635063171kW,0kW,2kW,0kW,27kW,0kW,"",22kW,0kW,"",1kW,78kW,10kW,0kW,10kW,293kW,"",13kW,105kW,34kW,4kW,352kW,8kW,"",1kW,1kW,1kW,1kW,55kW,7kW,0kW,5kW,44kW,0kW,65kW,0kW,390kW,46kW,26kW,66kW,21kW,0kW,2kW,0kW,17kW,42kW,4kW,"",0kW,"","",349.46911239624023kW,3kW,1kW,1kW,309kW,4kW,22kW,27kW,8kW,36kW,134kW,0kW,6kW,38kW,4kW,8278.754392802715kW,9300.661499023438kW,124kW,14kW,"",1kW,0kW,5kW,676kW,7kW,"",0kW,18kW,12kW,97kW,3kW,338kW,0kW,62kW,0kW
2016-02-25T00:45:00+11:00 Sydney,102kW,18kW,24kW,"","",155kW,125kW,8kW,11kW,0kW,0kW,19kW,1kW,1kW,"",4kW,0kW,"",0kW,6kW,1kW,17kW,90kW,0kW,43kW,28kW,0kW,46kW,8kW,0kW,0kW,1kW,0kW,16kW,1kW,9kW,9kW,1kW,41kW,17kW,17kW,42kW,103kW,31kW,0kW,40kW,0kW,0kW,2kW,71kW,4kW,21kW,1831.0995025634766kW,0kW,69kW,0kW,0kW,33kW,5kW,0kW,0kW,2kW,32kW,49kW,53kW,1kW,1kW,76kW,86kW,0.9110738635063171kW,0kW,1kW,0kW,33kW,0kW,"",22kW,0kW,"",1kW,78kW,10kW,0kW,9kW,293kW,"",13kW,106kW,34kW,4kW,353kW,8kW,"",1kW,1kW,0kW,1kW,55kW,8kW,0kW,4kW,44kW,0kW,65kW,0kW,408kW,46kW,31kW,66kW,21kW,0kW,2kW,0kW,17kW,42kW,4kW,"",0kW,"","",349.46911239624023kW,3kW,1kW,1kW,276kW,1kW,22kW,27kW,8kW,33kW,134kW,0kW,10kW,33kW,4kW,8351.479688823223kW,9447.841796875kW,124kW,12kW,"",1kW,0kW,5kW,676kW,7kW,"",0kW,18kW,12kW,89kW,3kW,341kW,0kW,63kW,0kW
2016-02-25T00:50:00+11:00 Sydney,109kW,18kW,24kW,"","",155kW,125kW,8kW,11kW,0kW,0kW,19kW,1kW,1kW,"",4kW,0kW,"",0kW,6kW,1kW,17kW,90kW,0kW,43kW,28kW,0kW,46kW,8kW,0kW,0kW,1kW,0kW,16kW,1kW,9kW,9kW,1kW,41kW,17kW,17kW,44kW,103kW,31kW,0kW,40kW,0kW,0kW,2kW,76kW,4kW,21kW,1831.0995025634766kW,0kW,69kW,0kW,0kW,33kW,5kW,0kW,0kW,2kW,32kW,49kW,53kW,1kW,1kW,76kW,86kW,0.9127844572067261kW,0kW,1kW,0kW,33kW,0kW,"",22kW,0kW,"",1kW,78kW,10kW,0kW,9kW,326kW,"",13kW,106kW,34kW,4kW,358kW,8kW,"",1kW,3kW,0kW,1kW,55kW,8kW,0kW,4kW,44kW,0kW,65kW,0kW,412kW,46kW,31kW,66kW,21kW,0kW,2kW,0kW,17kW,42kW,4kW,"",0kW,"","",347.17340087890625kW,3kW,1kW,1kW,276kW,1kW,16kW,26kW,8kW,33kW,137kW,0kW,10kW,33kW,4kW,8386.18568789959kW,9398.816711425781kW,124kW,12kW,"",1kW,0kW,5kW,647kW,7kW,"",0kW,18kW,12kW,89kW,3kW,341kW,0kW,63kW,0kW
2016-02-25T00:55:00+11:00 Sydney,109kW,17kW,25kW,"","",121kW,125kW,8kW,10kW,0kW,0kW,20kW,1kW,1kW,"",4kW,0kW,"",1kW,2kW,1kW,17kW,105kW,0kW,43kW,21kW,0kW,46kW,8kW,0kW,0kW,2kW,0kW,15kW,1kW,5kW,5kW,1kW,39kW,18kW,17kW,44kW,95kW,31kW,0kW,40kW,0kW,0kW,2kW,76kW,4kW,21kW,1831.0995025634766kW,0kW,69kW,0kW,0kW,33kW,5kW,0kW,0kW,2kW,32kW,52kW,53kW,1kW,1kW,76kW,91kW,0.9127844572067261kW,0kW,2kW,0kW,33kW,0kW,"",19kW,0kW,"",1kW,82kW,10kW,0kW,9kW,326kW,"",14kW,102kW,39kW,4kW,345kW,8kW,"",1kW,3kW,0kW,1kW,55kW,8kW,0kW,5kW,44kW,0kW,65kW,0kW,457kW,46kW,31kW,56kW,21kW,0kW,2kW,0kW,17kW,43kW,4kW,"",0kW,"","",347.17340087890625kW,3kW,1kW,1kW,276kW,1kW,16kW,26kW,8kW,33kW,134kW,0kW,6kW,36kW,4kW,8395.18568789959kW,9480.387145996094kW,125kW,12kW,"",1kW,0kW,5kW,689kW,7kW,"",0kW,18kW,9kW,89kW,3kW,342kW,0kW,63kW,0kW
2016-02-25T01:00:00+11:00 Sydney,106kW,17kW,25kW,"","",121kW,127kW,7kW,10kW,0kW,0kW,20kW,1kW,1kW,"",4kW,0kW,"",1kW,2kW,1kW,18kW,105kW,0kW,38kW,21kW,0kW,43kW,8kW,0kW,0kW,2kW,0kW,15kW,1kW,5kW,5kW,1kW,39kW,18kW,19kW,44kW,95kW,23kW,0kW,38kW,0kW,0kW,2kW,64kW,4kW,22kW,1824.4338989257812kW,0kW,120kW,0kW,0kW,33kW,5kW,0kW,0kW,2kW,32kW,52kW,50kW,1kW,1kW,76kW,91kW,0.9120981097221375kW,0kW,2kW,0kW,34kW,0kW,"",19kW,0kW,"",1kW,82kW,10kW,0kW,9kW,326kW,"",14kW,102kW,39kW,4kW,342kW,7kW,"",1kW,3kW,2kW,1kW,55kW,8kW,0kW,5kW,45kW,0kW,65kW,0kW,457kW,46kW,26kW,56kW,20kW,0kW,2kW,0kW,17kW,43kW,4kW,"",0kW,"","",352.7922058105469kW,3kW,1kW,1kW,283kW,2kW,15kW,26kW,8kW,37kW,134kW,0kW,6kW,36kW,4kW,8408.13820284605kW,9289.725524902344kW,125kW,12kW,"",1kW,0kW,5kW,689kW,7kW,"",0kW,18kW,9kW,96kW,3kW,332kW,0kW,70kW,0kW
2016-02-25T01:05:00+11:00 Sydney,106kW,17kW,25kW,"","",121kW,127kW,7kW,10kW,0kW,0kW,20kW,1kW,1kW,"",4kW,0kW,"",1kW,2kW,1kW,18kW,105kW,0kW,38kW,21kW,0kW,43kW,8kW,0kW,0kW,2kW,0kW,15kW,1kW,5kW,5kW,1kW,39kW,18kW,19kW,42kW,95kW,23kW,0kW,38kW,0kW,0kW,2kW,64kW,4kW,22kW,1824.4338989257812kW,0kW,120kW,0kW,0kW,33kW,5kW,0kW,0kW,2kW,32kW,52kW,50kW,1kW,1kW,93kW,91kW,0.9120981097221375kW,0kW,2kW,0kW,34kW,0kW,"",19kW,0kW,"",1kW,82kW,10kW,0kW,9kW,332kW,"",14kW,102kW,33kW,4kW,342kW,7kW,"",1kW,1kW,2kW,1kW,55kW,8kW,0kW,5kW,45kW,0kW,59kW,0kW,455kW,44kW,26kW,48kW,20kW,0kW,2kW,0kW,17kW,73kW,4kW,"",0kW,"","",358.20490646362305kW,3kW,1kW,1kW,283kW,2kW,15kW,28kW,8kW,37kW,127kW,0kW,6kW,36kW,4kW,8495.550903499126kW,9338.197082519531kW,125kW,12kW,"",1kW,0kW,5kW,751kW,7kW,"",0kW,18kW,9kW,96kW,3kW,332kW,0kW,70kW,0kW
2016-02-25T01:10:00+11:00 Sydney,106kW,18kW,26kW,"","",121kW,127kW,7kW,7kW,0kW,0kW,20kW,1kW,1kW,"",4kW,0kW,"",1kW,2kW,1kW,18kW,95kW,0kW,38kW,27kW,0kW,53kW,4kW,0kW,0kW,1kW,0kW,16kW,1kW,5kW,5kW,1kW,41kW,18kW,15kW,42kW,106kW,23kW,0kW,38kW,0kW,0kW,2kW,64kW,4kW,22kW,1824.4338989257812kW,0kW,26kW,0kW,0kW,33kW,4kW,0kW,0kW,2kW,32kW,47kW,50kW,1kW,1kW,93kW,87kW,0.9120981097221375kW,0kW,1kW,0kW,29kW,0kW,"",23kW,0kW,"",1kW,77kW,10kW,0kW,8kW,374kW,"",14kW,112kW,33kW,4kW,346kW,7kW,"",1kW,1kW,1kW,1kW,55kW,7kW,0kW,4kW,45kW,0kW,59kW,0kW,389kW,44kW,26kW,48kW,20kW,0kW,2kW,0kW,17kW,73kW,4kW,"",0kW,"","",354.20490646362305kW,3kW,2kW,1kW,270kW,2kW,15kW,28kW,8kW,37kW,129kW,0kW,12kW,31kW,4kW,8330.550903499126kW,9166.784851074219kW,124kW,15kW,"",1kW,0kW,5kW,713kW,7kW,"",1kW,19kW,9kW,91kW,3kW,328kW,0kW,70kW,0kW
2016-02-25T01:15:00+11:00 Sydney,109kW,18kW,26kW,"","",121kW,127kW,7kW,7kW,0kW,0kW,20kW,1kW,1kW,"",4kW,0kW,"",1kW,2kW,1kW,18kW,95kW,0kW,42kW,27kW,0kW,53kW,4kW,0kW,0kW,1kW,0kW,16kW,1kW,5kW,5kW,1kW,41kW,18kW,15kW,41kW,106kW,23kW,0kW,39kW,0kW,0kW,2kW,61kW,4kW,22kW,1819.444595336914kW,0kW,26kW,0kW,0kW,33kW,4kW,0kW,0kW,2kW,32kW,47kW,44kW,1kW,1kW,89kW,87kW,0.9112184643745422kW,0kW,1kW,0kW,29kW,0kW,"",23kW,0kW,"",1kW,77kW,10kW,0kW,8kW,336kW,"",14kW,112kW,33kW,4kW,347kW,8kW,"",1kW,3kW,1kW,1kW,59kW,7kW,0kW,4kW,91kW,0kW,59kW,0kW,389kW,44kW,24kW,48kW,20kW,0kW,2kW,0kW,17kW,73kW,4kW,"",0kW,"","",349.93061447143555kW,3kW,2kW,1kW,270kW,5kW,21kW,28kW,8kW,37kW,129kW,0kW,12kW,31kW,4kW,8330.286428272724kW,9214.908569335938kW,124kW,15kW,"",1kW,0kW,5kW,713kW,7kW,"",1kW,19kW,9kW,91kW,3kW,332kW,0kW,59kW,0kW
2016-02-25T01:20:00+11:00 Sydney,109kW,18kW,26kW,"","",121kW,127kW,7kW,7kW,0kW,0kW,21kW,1kW,1kW,"",4kW,0kW,"",1kW,2kW,1kW,18kW,95kW,0kW,42kW,27kW,0kW,53kW,4kW,0kW,0kW,1kW,0kW,16kW,1kW,5kW,5kW,1kW,41kW,18kW,15kW,41kW,106kW,23kW,0kW,39kW,0kW,0kW,2kW,61kW,4kW,22kW,1819.444595336914kW,0kW,26kW,0kW,0kW,33kW,4kW,0kW,0kW,2kW,32kW,47kW,44kW,1kW,1kW,90kW,87kW,0.9112184643745422kW,0kW,1kW,0kW,29kW,0kW,"",23kW,0kW,"",1kW,77kW,10kW,0kW,8kW,336kW,"",12kW,112kW,33kW,4kW,347kW,8kW,"",1kW,3kW,1kW,1kW,59kW,7kW,0kW,4kW,91kW,0kW,59kW,0kW,389kW,46kW,24kW,41kW,20kW,0kW,2kW,0kW,17kW,73kW,4kW,"",0kW,"","",338.1482124328613kW,3kW,2kW,1kW,270kW,5kW,21kW,28kW,8kW,37kW,124kW,0kW,12kW,31kW,4kW,8371.50402623415kW,9182.267700195312kW,124kW,15kW,"",1kW,0kW,5kW,752kW,7kW,"",1kW,19kW,9kW,91kW,3kW,334kW,0kW,59kW,0kW
2016-02-25T01:25:00+11:00 Sydney,109kW,17kW,23kW,"","",121kW,127kW,8kW,10kW,0kW,0kW,21kW,1kW,1kW,"",6kW,0kW,"",1kW,2kW,1kW,18kW,93kW,0kW,42kW,24kW,0kW,55kW,8kW,0kW,0kW,1kW,0kW,16kW,1kW,5kW,5kW,1kW,41kW,17kW,14kW,41kW,96kW,26kW,0kW,39kW,0kW,0kW,2kW,61kW,4kW,22kW,1830.444595336914kW,0kW,41kW,0kW,0kW,33kW,4kW,0kW,0kW,2kW,32kW,52kW,43kW,2kW,1kW,90kW,85kW,0.9112184643745422kW,0kW,1kW,0kW,30kW,0kW,"",20kW,0kW,"",1kW,74kW,10kW,0kW,8kW,257kW,"",12kW,102kW,33kW,4kW,345kW,8kW,"",1kW,3kW,0kW,1kW,59kW,8kW,0kW,4kW,91kW,0kW,59kW,0kW,395kW,46kW,24kW,41kW,20kW,0kW,2kW,0kW,17kW,73kW,4kW,"",0kW,"","",338.1482124328613kW,3kW,1kW,1kW,261kW,5kW,21kW,28kW,8kW,37kW,122kW,0kW,12kW,35kW,4kW,8274.50402623415kW,9246.729064941406kW,124kW,14kW,"",1kW,0kW,5kW,743kW,7kW,"",1kW,18kW,8kW,91kW,3kW,334kW,0kW,59kW,0kW
2016-02-25T01:30:00+11:00 Sydney,105kW,17kW,23kW,"","",121kW,127kW,8kW,10kW,0kW,0kW,21kW,1kW,1kW,"",6kW,0kW,"",1kW,2kW,1kW,17kW,93kW,0kW,37kW,24kW,0kW,55kW,8kW,0kW,0kW,1kW,0kW,16kW,1kW,5kW,5kW,1kW,41kW,17kW,14kW,40kW,96kW,26kW,0kW,35kW,0kW,0kW,2kW,68kW,4kW,22kW,1830.7164001464844kW,0kW,41kW,0kW,0kW,33kW,4kW,0kW,0kW,2kW,36kW,52kW,50kW,2kW,1kW,86kW,85kW,0.9133022427558899kW,0kW,1kW,0kW,30kW,0kW,"",20kW,0kW,"",1kW,74kW,10kW,0kW,8kW,322kW,"",12kW,102kW,33kW,4kW,325kW,8kW,"",1kW,3kW,0kW,1kW,60kW,8kW,0kW,4kW,44kW,0kW,55kW,0kW,393kW,42kW,26kW,41kW,22kW,0kW,2kW,0kW,17kW,73kW,4kW,"",0kW,"","",367.59180450439453kW,3kW,1kW,1kW,261kW,1kW,19kW,23kW,8kW,32kW,122kW,0kW,12kW,35kW,4kW,8267.221506893635kW,9151.194946289062kW,124kW,14kW,"",1kW,0kW,5kW,732kW,7kW,"",1kW,18kW,8kW,91kW,3kW,320kW,0kW,60kW,0kW
2016-02-25T01:35:00+11:00 Sydney,105kW,17kW,23kW,"","",121kW,127kW,8kW,10kW,0kW,0kW,20kW,1kW,1kW,"",6kW,0kW,"",1kW,2kW,1kW,17kW,93kW,0kW,37kW,24kW,0kW,55kW,8kW,0kW,0kW,1kW,0kW,16kW,1kW,5kW,5kW,1kW,41kW,17kW,14kW,40kW,96kW,26kW,0kW,35kW,0kW,0kW,2kW,68kW,4kW,22kW,1830.7164001464844kW,0kW,41kW,0kW,0kW,33kW,4kW,0kW,0kW,2kW,36kW,52kW,50kW,2kW,1kW,86kW,85kW,0.9133022427558899kW,0kW,1kW,0kW,30kW,0kW,"",20kW,0kW,"",1kW,72kW,11kW,0kW,8kW,322kW,"",12kW,102kW,34kW,4kW,325kW,8kW,"",1kW,3kW,0kW,1kW,60kW,8kW,0kW,4kW,44kW,0kW,55kW,0kW,391kW,42kW,26kW,57kW,22kW,0kW,2kW,0kW,19kW,44kW,4kW,"",0kW,"","",367.59180450439453kW,3kW,1kW,1kW,261kW,1kW,19kW,23kW,8kW,32kW,121kW,0kW,12kW,35kW,3kW,8130.221506893635kW,9288.6005859375kW,124kW,14kW,"",1kW,0kW,5kW,638kW,7kW,"",1kW,18kW,10kW,91kW,3kW,313kW,0kW,60kW,0kW
2016-02-25T01:40:00+11:00 Sydney,105kW,17kW,25kW,"","",166kW,126kW,7kW,7kW,0kW,0kW,20kW,1kW,1kW,"",5kW,0kW,"",0kW,2kW,1kW,17kW,93kW,0kW,41kW,20kW,0kW,33kW,4kW,0kW,0kW,1kW,0kW,15kW,1kW,9kW,9kW,1kW,39kW,17kW,15kW,40kW,102kW,30kW,0kW,35kW,0kW,0kW,2kW,68kW,4kW,22kW,1817.8354949951172kW,0kW,120kW,0kW,0kW,33kW,4kW,0kW,0kW,2kW,36kW,47kW,49kW,2kW,1kW,86kW,85kW,0.9133022427558899kW,0kW,2kW,0kW,47kW,0kW,"",20kW,0kW,"",1kW,72kW,11kW,0kW,8kW,338kW,"",12kW,103kW,34kW,4kW,322kW,7kW,"",1kW,3kW,1kW,1kW,60kW,8kW,0kW,5kW,44kW,0kW,55kW,0kW,418kW,42kW,25kW,57kW,22kW,0kW,2kW,0kW,19kW,44kW,4kW,"",0kW,"","",372.59180450439453kW,3kW,1kW,1kW,274kW,1kW,19kW,23kW,8kW,32kW,121kW,0kW,5kW,33kW,3kW,8292.340601742268kW,9152.839050292969kW,124kW,17kW,"",1kW,0kW,5kW,638kW,7kW,"",1kW,18kW,10kW,99kW,3kW,324kW,0kW,58kW,0kW
2016-02-25T01:45:00+11:00 Sydney,98kW,17kW,25kW,"","",166kW,126kW,7kW,7kW,0kW,0kW,20kW,1kW,1kW,"",5kW,0kW,"",0kW,2kW,1kW,17kW,93kW,0kW,41kW,20kW,0kW,33kW,4kW,0kW,0kW,1kW,0kW,15kW,1kW,9kW,9kW,1kW,39kW,17kW,15kW,41kW,102kW,30kW,0kW,39kW,0kW,0kW,2kW,75kW,4kW,22kW,1817.8354949951172kW,0kW,120kW,0kW,0kW,33kW,4kW,0kW,0kW,2kW,35kW,47kW,49kW,2kW,1kW,88kW,85kW,0.9114721417427063kW,0kW,2kW,0kW,47kW,0kW,"",20kW,0kW,"",1kW,72kW,11kW,0kW,8kW,309kW,"",12kW,103kW,34kW,4kW,332kW,7kW,"",1kW,5kW,1kW,1kW,55kW,8kW,0kW,5kW,44kW,0kW,64kW,0kW,421kW,51kW,25kW,57kW,22kW,0kW,2kW,0kW,19kW,44kW,4kW,"",0kW,"","",378.195405960083kW,3kW,1kW,1kW,274kW,1kW,21kW,22kW,8kW,32kW,120kW,0kW,5kW,33kW,3kW,8306.942373096943kW,9107.037658691406kW,124kW,17kW,"",1kW,0kW,5kW,650kW,6kW,"",1kW,18kW,10kW,99kW,3kW,324kW,0kW,58kW,0kW
2016-02-25T01:50:00+11:00 Sydney,98kW,16kW,23kW,"","",155kW,126kW,7kW,6kW,0kW,0kW,20kW,1kW,1kW,"",5kW,0kW,"",0kW,2kW,1kW,17kW,102kW,0kW,41kW,28kW,0kW,33kW,4kW,0kW,0kW,1kW,0kW,16kW,1kW,5kW,5kW,1kW,38kW,17kW,14kW,41kW,105kW,23kW,0kW,39kW,0kW,0kW,2kW,75kW,4kW,22kW,1817.8354949951172kW,0kW,120kW,0kW,0kW,33kW,4kW,0kW,0kW,2kW,35kW,47kW,48kW,1kW,1kW,88kW,86kW,0.9114721417427063kW,0kW,2kW,0kW,47kW,0kW,"",19kW,0kW,"",1kW,72kW,10kW,0kW,8kW,309kW,"",12kW,101kW,29kW,4kW,343kW,7kW,"",1kW,5kW,2kW,1kW,55kW,8kW,0kW,4kW,44kW,0kW,64kW,0kW,383kW,51kW,25kW,44kW,22kW,0kW,2kW,0kW,17kW,44kW,4kW,"",0kW,"","",378.195405960083kW,3kW,2kW,1kW,274kW,1kW,21kW,22kW,9kW,32kW,124kW,0kW,13kW,36kW,4kW,8290.942373096943kW,9205.150146484375kW,124kW,11kW,"",1kW,0kW,5kW,671kW,6kW,"",0kW,18kW,8kW,99kW,3kW,329kW,0kW,58kW,0kW
2016-02-25T01:55:00+11:00 Sydney,91kW,16kW,23kW,"","",155kW,126kW,8kW,6kW,0kW,0kW,20kW,1kW,1kW,"",4kW,0kW,"",0kW,2kW,1kW,17kW,102kW,0kW,39kW,28kW,0kW,42kW,4kW,0kW,0kW,1kW,0kW,16kW,1kW,5kW,5kW,1kW,38kW,17kW,14kW,36kW,105kW,23kW,0kW,38kW,0kW,0kW,2kW,60kW,4kW,22kW,1824.3681945800781kW,0kW,42kW,0kW,0kW,33kW,5kW,0kW,0kW,2kW,35kW,47kW,48kW,1kW,1kW,88kW,86kW,0.9102630019187927kW,0kW,2kW,0kW,36kW,0kW,"",19kW,0kW,"",1kW,72kW,10kW,0kW,8kW,309kW,"",12kW,101kW,29kW,4kW,343kW,5kW,"",1kW,1kW,2kW,1kW,55kW,8kW,0kW,4kW,44kW,0kW,64kW,0kW,383kW,51kW,27kW,44kW,20kW,0kW,2kW,0kW,17kW,44kW,4kW,"",0kW,"","",370.73181343078613kW,3kW,2kW,1kW,274kW,4kW,17kW,22kW,9kW,32kW,124kW,0kW,13kW,36kW,4kW,8156.010271012783kW,9282.067626953125kW,124kW,11kW,"",1kW,0kW,5kW,671kW,6kW,"",0kW,18kW,8kW,99kW,3kW,323kW,0kW,55kW,0kW
